"","Player","Team","Position","Age","Date of Birth","Birth City","Birth State/Province","Birth Country","Nationality","Height (in)","Weight (lbs)","Draft Year","Draft Team","Draft Round","Round Pick","Overall Draft Position"
"","Dana Tyrell","CBJ","C","29","1989-04-23","Airdrie","AB","CAN","CAN","70","192","2007","T.B","2","17","47"
"","Daniel Briere","COL","C","40","1977-10-06","Gatineau","QC","CAN","CAN","69","174","1996","PHX","1","24","24"
"","Daniel Carcillo","CHI","L","33","1985-01-28","King City","ON","CAN","CAN","72","200","2003","PIT","3","5","73"
"","Daniel Cleary","DET","R","39","1978-12-18","Carbonear","NL","CAN","CAN","73","205","1997","CHI","1","13","13"
"","Daniel Paille","BOS","L","34","1984-04-15","Welland","ON","CAN","CAN","73","200","2002","BUF","1","20","20"
"","Daniel Sedin","VAN","L","37","1980-09-26","Ornskoldsvik","","SWE","SWE","73","190","1999","VAN","1","2","2"
"","Daniel Winnik","PIT, TOR","L","33","1985-03-06","Toronto","ON","CAN","CAN","74","210","2004","PHX","9","7","265"
"","Daniil Tarasov","S.J","R","27","1991-06-20","Moscow","","RUS","RUS","72","185","-","-","-","-","-"
"","Danny Biega","CAR","D","26","1991-09-29","Montreal","QC","CAN","CAN","72","205","2010","CAR","3","7","67"
"","Danny DeKeyser","DET","D","28","1990-03-07","Detroit","MI","USA","USA","75","192","-","-","-","-","-"
"","Dany Heatley","ANA","L","37","1981-01-21","Freiburg","","DEU","CAN","75","212","2000","ATL","1","2","2"
"","Darnell Nurse","EDM","D","23","1995-02-04","Hamilton","ON","CAN","CAN","76","221","2013","EDM","1","7","7"
"","Darren Helm","DET","C","31","1987-01-21","St. Andrews","MB","CAN","CAN","72","196","2005","DET","5","7","132"
"","Dave Bolland","FLA","C","32","1986-06-05","Mimico","ON","CAN","CAN","72","184","2004","CHI","2","2","32"
"","David Backes","STL","R","34","1984-05-01","Minneapolis","MN","USA","USA","75","221","2003","STL","2","32","62"
"","David Booth","TOR","L","33","1984-11-24","Detroit","MI","USA","USA","72","212","2004","FLA","2","23","53"
"","David Clarkson","CBJ, TOR","R","34","1984-03-31","Toronto","ON","CAN","CAN","72","207","-","-","-","-","-"
"","David Desharnais","MTL","C","32","1986-09-14","Laurier-Station","QC","CAN","CAN","67","180","-","-","-","-","-"
"","David Jones","CGY","R","34","1984-08-10","Guelph","ON","CAN","CAN","75","208","2003","COL","9","27","288"
"","David Krejci","BOS","C","32","1986-04-28","Sternberk","","CZE","CZE","72","188","2004","BOS","2","33","63"
"","David Legwand","OTT","C","38","1980-08-17","Detroit","MI","USA","USA","74","207","1998","NSH","1","2","2"
"","David Moss","ARI","R","36","1981-12-28","Livonia","MI","USA","USA","76","210","2001","CGY","7","24","220"
"","David Musil","EDM","D","25","1993-04-09","Calgary","AB","CAN","CAN","76","207","2011","EDM","2","1","31"
"","David Pastrnak","BOS","R","22","1996-05-25","Havirov","","CZE","CZE","72","188","2014","BOS","1","25","25"
"","David Perron","EDM, PIT","L","30","1988-05-28","Sherbrooke","QC","CAN","CAN","72","200","2007","STL","1","26","26"
"","David Rundblad","CHI","D","27","1990-10-08","Lycksele","","SWE","SWE","74","187","2009","STL","1","17","17"
"","David Savard","CBJ","D","27","1990-10-22","St. Hyacinthe","QC","CAN","CAN","74","227","2009","CBJ","4","3","94"
"","David Schlemko","ARI, CGY, DAL","D","31","1987-05-07","Edmonton","AB","CAN","CAN","73","189","-","-","-","-","-"
"","David Van Der Gulik","L.A","L","35","1983-04-20","Abbotsford","BC","CAN","CAN","70","173","2002","CGY","7","9","206"
"","David Warsofsky","BOS","D","28","1990-05-30","Marshfield","MA","USA","USA","69","170","2008","STL","4","4","95"
"","David Wolf","CGY","L","29","1989-09-15","Dusseldorf","","DEU","DEU","75","215","-","-","-","-","-"
"","Dennis Everberg","COL","R","26","1991-12-31","Vasteras","","SWE","SWE","76","205","-","-","-","-","-"
"","Dennis Seidenberg","BOS","D","37","1981-07-18","Schwenningen","","DEU","DEU","72","199","2001","PHI","6","7","172"
"","Dennis Wideman","CGY","D","35","1983-03-20","Kitchener","ON","CAN","CAN","72","202","2002","BUF","8","12","241"
"","Derek Dorsett","VAN","R","31","1986-12-20","Kindersley","SK","CAN","CAN","72","192","2006","CBJ","7","6","189"
"","Derek MacKenzie","FLA","C","37","1981-06-11","Sudbury","ON","CAN","CAN","71","181","1999","ATL","5","2","128"
"","Derek Roy","EDM, NSH","C","35","1983-05-04","Ottawa","ON","CAN","CAN","69","184","2001","BUF","2","2","32"
"","Derek Stepan","NYR","C","28","1990-06-18","Hastings","MN","USA","USA","72","196","2008","NYR","2","21","51"
"","Derick Brassard","NYR","C","30","1987-09-22","Hull","QC","CAN","CAN","73","204","2006","CBJ","1","6","6"
"","Derrick Pouliot","PIT","D","24","1994-01-16","Estevan","SK","CAN","CAN","72","208","2012","PIT","1","8","8"
"","Deryk Engelland","CGY","D","36","1982-04-03","Edmonton","AB","CAN","CAN","74","214","2000","N.J","6","27","194"
"","Devante Smith-Pelly","ANA, MTL","R","26","1992-06-14","Scarborough","ON","CAN","CAN","72","223","2010","ANA","2","12","42"
"","Devin Setoguchi","CGY","R","31","1987-01-01","Taber","AB","CAN","CAN","72","205","2005","S.J","1","8","8"
"","Dion Phaneuf","TOR","D","33","1985-04-10","Edmonton","AB","CAN","CAN","75","219","2003","CGY","1","9","9"
"","Dmitrij Jaskin","STL","R","25","1993-03-23","Omsk","","RUS","CZE","74","216","2011","STL","2","11","41"
"","Dmitry Kulikov","FLA","D","27","1990-10-29","Lipetsk","","RUS","RUS","73","204","2009","FLA","1","14","14"
"","Dominic Moore","NYR","C","38","1980-08-03","Thornhill","ON","CAN","CAN","72","192","2000","NYR","3","30","95"
"","Dominik Uher","PIT","C","25","1992-12-31","Ostvava","","CZE","CZE","72","202","2011","PIT","5","23","144"
"","Dougie Hamilton","BOS","D","25","1993-06-17","Toronto","ON","CAN","CAN","78","210","2011","BOS","1","9","9"
"","Drayson Bowman","MTL","L","29","1989-03-08","Grand Rapids","MI","USA","USA","73","195","2007","CAR","3","11","72"
"","Drew Doughty","L.A","D","28","1989-12-08","London","ON","CAN","CAN","73","200","2008","L.A","1","2","2"
"","Drew Miller","DET","L","34","1984-02-17","Dover","NJ","USA","USA","74","183","2003","ANA","6","19","186"
"","Drew Shore","CGY","C","27","1991-01-29","Denver","CO","USA","USA","75","205","2009","FLA","2","14","44"
"","Drew Stafford","BUF, WPG","R","32","1985-10-30","Milwaukee","WI","USA","USA","74","215","2004","BUF","1","13","13"
"","Duncan Keith","CHI","D","35","1983-07-16","Winnipeg","MB","CAN","CAN","73","192","2002","CHI","2","24","54"
"","Duncan Siemens","COL","D","25","1993-09-07","Edmonton","AB","CAN","CAN","75","210","2011","COL","1","11","11"
"","Dustin Brown","L.A","R","33","1984-11-04","Ithaca","NY","USA","USA","72","216","2003","L.A","1","13","13"
"","Dustin Byfuglien","WPG","D","33","1985-03-27","Roseau","MN","USA","USA","77","260","2003","CHI","8","16","245"
"","Dwight King","L.A","L","29","1989-07-05","Meadow Lake","SK","CAN","CAN","76","229","2007","L.A","4","18","109"
"","Dylan McIlrath","NYR","D","26","1992-04-20","Winnipeg","MB","CAN","CAN","77","236","2010","NYR","1","10","10"
"","Dylan Olsen","FLA","D","27","1991-01-03","Salt Lake City","UT","USA","CAN","74","223","2009","CHI","1","28","28"
"","Dylan Reese","ARI","D","34","1984-08-29","Pittsburgh","PA","USA","USA","73","205","2003","NYR","7","12","209"
"","Elias Lindholm","CAR","C","23","1994-12-02","Boden","","SWE","SWE","73","192","2013","CAR","1","5","5"
"","Emerson Etem","ANA","L, R","26","1992-06-16","Long Beach","CA","USA","USA","73","212","2010","ANA","1","29","29"
"","Emile Poirier","CGY","L","23","1994-12-14","Montreal","QC","CAN","CAN","74","196","2013","CGY","1","22","22"
"","Eriah Hayes","S.J","R","30","1988-07-07","La Crescent","MN","USA","USA","76","210","-","-","-","-","-"
"","Eric Boulton","NYI","L","42","1976-08-17","Halifax","NS","CAN","CAN","72","227","1994","NYR","9","26","234"
"","Eric Brewer","ANA, T.B, TOR","D","39","1979-04-17","Vernon","BC","CAN","CAN","76","216","1997","NYI","1","5","5"
"","Eric Fehr","WSH","C","33","1985-09-07","Winkler","MB","CAN","CAN","76","208","2003","WSH","1","18","18"
"","Eric Gelinas","N.J","D","27","1991-05-08","Vanier","ON","CAN","CAN","76","215","2009","N.J","2","24","54"
"","Eric Gryba","OTT","D","30","1988-04-14","Saskatoon","SK","CAN","CAN","76","222","2006","OTT","3","5","68"
"","Eric Nystrom","NSH","L","35","1983-02-14","Syosset","NY","USA","USA","73","200","2002","CGY","1","10","10"
"","Eric O'Dell","WPG","C","28","1990-06-21","Ottawa","ON","CAN","CAN","73","200","2008","ANA","2","9","39"
"","Eric Staal","CAR","C","33","1984-10-29","Thunder Bay","ON","CAN","CAN","76","209","2003","CAR","1","2","2"
"","Eric Tangradi","MTL","L","29","1989-02-10","Philadelphia","PA","USA","USA","76","226","2007","ANA","2","12","42"
"","Erik Cole","DAL, DET","L","39","1978-11-06","Oswego","NY","USA","USA","74","205","1998","CAR","3","13","71"
"","Erik Condra","OTT","R","32","1986-08-06","Trenton","MI","USA","USA","71","188","2006","OTT","7","28","211"
"","Erik Gudbranson","FLA","D","26","1992-01-07","Ottawa","ON","CAN","CAN","77","220","2010","FLA","1","3","3"
"","Erik Haula","MIN","C, L","27","1991-03-23","Pori","","FIN","FIN","72","193","2009","MIN","7","1","182"
"","Erik Johnson","COL","D","30","1988-03-21","Bloomington","MN","USA","USA","76","225","2006","STL","1","1","1"
"","Erik Karlsson","OTT","D","28","1990-05-31","Landsbro","","SWE","SWE","72","191","2008","OTT","1","15","15"
"","Evander Kane","WPG","L","27","1991-08-02","Vancouver","BC","CAN","CAN","74","212","2009","ATL","1","4","4"
"","Evgeni Malkin","PIT","C","32","1986-07-31","Magnitogorsk","","RUS","RUS","75","195","2004","PIT","1","2","2"
"","Evgeny Kuznetsov","WSH","C","26","1992-05-19","Chelyabinsk","","RUS","RUS","74","204","2010","WSH","1","26","26"
"","Fedor Tyutin","CBJ","D","35","1983-07-19","Izhevsk","","RUS","RUS","74","221","2001","NYR","2","10","40"
"","Filip Forsberg","NSH","L","24","1994-08-13","Ostervala","","SWE","SWE","73","205","2012","WSH","1","11","11"
"","Francois Beauchemin","ANA","D","38","1980-06-04","Sorel","QC","CAN","CAN","71","208","1998","MTL","3","17","75"
"","Frank Corrado","VAN","D","25","1993-03-26","Toronto","ON","CAN","CAN","72","205","2011","VAN","5","29","150"
"","Frans Nielsen","NYI","C","34","1984-04-24","Herning","","DNK","DNK","73","188","2002","NYI","3","24","87"
"","Freddie Hamilton","COL, S.J","C","26","1992-01-01","Toronto","ON","CAN","CAN","73","195","2010","S.J","5","9","129"
"","Frédéric St-Denis","CBJ","D","32","1986-01-23","Greenfield Park","QC","CAN","CAN","71","192","-","-","-","-","-"
"","Gabriel Bourque","NSH","L","27","1990-09-23","Rimouski","QC","CAN","CAN","70","206","2009","NSH","5","11","132"
"","Gabriel Dumont","MTL","C","27","1990-10-06","Ville Degelis","QC","CAN","CAN","70","190","2009","MTL","5","18","139"
"","Gabriel Landeskog","COL","L","25","1992-11-23","Stockholm","","SWE","SWE","73","215","2011","COL","1","2","2"
"","Garrett Wilson","FLA","L","27","1991-03-16","Barrie","ON","CAN","CAN","74","199","2009","FLA","4","16","107"
"","Grant Clitsome","WPG","D","33","1985-04-14","Gloucester","ON","CAN","CAN","71","211","2004","CBJ","9","13","271"
"","Greg McKegg","TOR","C","26","1992-06-17","St. Thomas","ON","CAN","CAN","72","191","2010","TOR","3","2","62"
"","Greg Pateryn","MTL","D","28","1990-06-20","Sterling Heights","MI","USA","USA","75","224","2008","TOR","5","7","128"
"","Gregory Campbell","BOS","C","34","1983-12-17","London","ON","CAN","CAN","72","188","2002","FLA","3","4","67"
"","Griffin Reinhart","NYI","D","24","1994-01-24","North Vancouver","BC","CAN","CAN","76","212","2012","NYI","1","4","4"
"","Gustav Nyquist","DET","R","29","1989-09-01","Halmstad","","SWE","SWE","71","184","2008","DET","4","30","121"
"","Hampus Lindholm","ANA","D","24","1994-01-20","Helsingborg","","SWE","SWE","75","208","2012","ANA","1","6","6"
"","Harry Zolnierczyk","NYI","L","31","1987-09-01","Toronto","ON","CAN","CAN","71","180","-","-","-","-","-"
"","Henrik Samuelsson","ARI","C","24","1994-02-07","Scottsdale","AZ","USA","USA","75","219","2012","PHX","1","27","27"
"","Henrik Sedin","VAN","C","37","1980-09-26","Ornskoldsvik","","SWE","SWE","74","183","1999","VAN","1","3","3"
"","Henrik Zetterberg","DET","L","37","1980-10-09","Njurunda","","SWE","SWE","72","197","1999","DET","7","24","210"
"","Ian Cole","PIT, STL","D","29","1989-02-21","Ann Arbor","MI","USA","USA","73","219","2007","STL","1","18","18"
"","Iiro Pakarinen","EDM","R","27","1991-08-25","Loviisa","","FIN","FIN","73","212","2011","FLA","7","3","184"
"","J.T. Brown","T.B","R","28","1990-07-02","Burnsville","MN","USA","USA","70","169","-","-","-","-","-"
"","J.T. Miller","NYR","L","25","1993-03-14","East Palestine","OH","USA","USA","73","218","2011","NYR","1","15","15"
"","Jack Hillen","CAR, WSH","D","32","1986-01-24","Minnetonka","MN","USA","USA","70","190","-","-","-","-","-"
"","Jack Johnson","CBJ","D","31","1987-01-13","Indianapolis","IN","USA","USA","73","227","2005","CAR","1","3","3"
"","Jack Skille","CBJ","R","31","1987-05-19","Madison","WI","USA","USA","73","216","2005","CHI","1","7","7"
"","Jacob De La Rose","MTL","L","23","1995-05-20","Arvika","","SWE","SWE","75","210","2013","MTL","2","4","34"
"","Jacob Josefson","N.J","C","27","1991-03-02","Stockholm","","SWE","SWE","72","196","2009","N.J","1","20","20"
"","Jacob Trouba","WPG","D","24","1994-02-26","Rochester","MI","USA","USA","75","202","2012","WPG","1","9","9"
"","Jaden Schwartz","STL","L","26","1992-06-25","Wilcox","SK","CAN","CAN","70","190","2010","STL","1","14","14"
"","Jake Gardiner","TOR","D","28","1990-07-04","Minnetonka","MN","USA","USA","74","200","2008","ANA","1","17","17"
"","Jake McCabe","BUF","D","24","1993-10-12","Eau Claire","WI","USA","USA","73","210","2012","BUF","2","14","44"
"","Jake Muzzin","L.A","D","29","1989-02-21","Woodstock","ON","CAN","CAN","75","213","2007","PIT","5","20","141"
"","Jakob Silfverberg","ANA","R","27","1990-10-13","Gävle","","SWE","SWE","74","202","2009","OTT","2","9","39"
"","Jakub Kindl","DET","D","31","1987-02-10","Sumperk","","CZE","CZE","75","199","2005","DET","1","19","19"
"","Jakub Voracek","PHI","R","29","1989-08-15","Kladno","","CZE","CZE","74","214","2007","CBJ","1","7","7"
"","James Neal","NSH","L, R","31","1987-09-03","Whitby","ON","CAN","CAN","74","221","2005","DAL","2","3","33"
"","James Sheppard","NYR, S.J","C","30","1988-04-25","Halifax","NS","CAN","CAN","73","215","2006","MIN","1","9","9"
"","James van Riemsdyk","TOR","L","29","1989-05-04","Middletown","NJ","USA","USA","75","217","2007","PHI","1","2","2"
"","James Wisniewski","ANA, CBJ","D","34","1984-02-21","Canton","MI","USA","USA","71","203","2002","CHI","5","25","156"
"","Jamie Benn","DAL","L","29","1989-07-18","Victoria","BC","CAN","CAN","74","209","2007","DAL","5","8","129"
"","Jamie McBain","L.A","D","30","1988-02-25","Edina","MN","USA","USA","73","180","2006","CAR","2","33","63"
"","Jamie McGinn","COL","L","30","1988-08-05","Fergus","ON","CAN","CAN","73","205","2006","S.J","2","6","36"
"","Jamie Oleksiak","DAL","D","25","1992-12-21","Toronto","ON","CAN","CAN","79","255","2011","DAL","1","14","14"
"","Jan Hejda","COL","D","40","1978-06-18","Prague","","CZE","CZE","76","230","2003","BUF","4","5","106"
"","Jannik Hansen","VAN","R","32","1986-03-15","Rødovre","","DNK","DNK","73","198","2004","VAN","9","29","287"
"","Jared Boll","CBJ","R","32","1986-05-13","Charlotte","NC","USA","USA","75","206","2005","CBJ","4","10","101"
"","Jared Cowen","OTT","D","27","1991-01-25","Saskatoon","SK","CAN","CAN","77","238","2009","OTT","1","9","9"
"","Jared Spurgeon","MIN","D","28","1989-11-29","Edmonton","AB","CAN","CAN","69","168","2008","NYI","6","5","156"
"","Jarome Iginla","COL","R","41","1977-07-01","Edmonton","AB","CAN","CAN","73","210","1995","DAL","1","11","11"
"","Jaromir Jagr","FLA, N.J","R","46","1972-02-15","Kladno","","CZE","CZE","75","230","1990","PIT","1","5","5"
"","Jarred Tinordi","MTL","D","26","1992-02-20","Burnsville","MN","USA","USA","78","230","2010","MTL","1","22","22"
"","Jarret Stoll","L.A","C","36","1982-06-24","Melville","SK","CAN","CAN","73","216","2002","EDM","2","6","36"
"","Jason Akeson","PHI","R","28","1990-06-03","Ottawa","ON","CAN","CAN","70","185","-","-","-","-","-"
"","Jason Chimera","WSH","L","39","1979-05-02","Edmonton","AB","CAN","CAN","75","215","1997","EDM","5","15","121"
"","Jason Demers","DAL, S.J","D","30","1988-06-09","Dorval","QC","CAN","CAN","73","195","2008","S.J","7","5","186"
"","Jason Garrison","T.B","D","33","1984-11-13","White Rock","BC","CAN","CAN","73","218","-","-","-","-","-"
"","Jason Pominville","MIN","R","35","1982-11-30","Repentigny","QC","CAN","USA","72","180","2001","BUF","2","25","55"
"","Jason Spezza","DAL","C","35","1983-06-13","Toronto","ON","CAN","CAN","75","214","2001","OTT","1","2","2"
"","Jason Zucker","MIN","L","26","1992-01-16","Newport Beach","CA","USA","USA","71","187","2010","MIN","2","29","59"
"","Jay Beagle","WSH","C","32","1985-10-16","Calgary","AB","CAN","CAN","75","218","-","-","-","-","-"
"","Jay Bouwmeester","STL","D","34","1983-09-27","Edmonton","AB","CAN","CAN","76","206","2002","FLA","1","3","3"
"","Jay Harrison","CAR, WPG","D","35","1982-11-03","Oshawa","ON","CAN","CAN","76","222","2001","TOR","3","19","82"
"","Jay McClement","CAR","C","35","1983-03-02","Kingston","ON","CAN","CAN","73","205","2001","STL","2","27","57"
"","Jayson Megna","PIT","C","28","1990-02-01","Fort Lauderdale","FL","USA","USA","73","195","-","-","-","-","-"
"","Jean-Gabriel Pageau","OTT","C","25","1992-11-11","Ottawa","ON","CAN","CAN","70","180","2011","OTT","4","5","96"
"","Jeff Carter","L.A","C","33","1985-01-01","London","ON","CAN","CAN","75","217","2003","PHI","1","11","11"
"","Jeff Petry","EDM, MTL","D","30","1987-12-09","Ann Arbor","MI","USA","USA","75","208","2006","EDM","2","15","45"
"","Jeff Schultz","L.A","D","32","1986-02-25","Calgary","AB","CAN","CAN","78","225","2004","WSH","1","27","27"
"","Jeff Skinner","CAR","L","26","1992-05-16","Toronto","ON","CAN","CAN","71","200","2010","CAR","1","7","7"
"","Jeremy Morin","CBJ, CHI","L","27","1991-04-16","Auburn","NY","USA","USA","73","195","2009","ATL","2","15","45"
"","Jerry D'Amigo","BUF","R","27","1991-02-19","Binghamton","NY","USA","USA","71","200","2009","TOR","6","7","158"
"","Jesper Fast","NYR","R","26","1991-12-02","Nassjo","","SWE","SWE","72","191","2010","NYR","6","7","157"
"","Jesse Blacker","ANA","D","27","1991-04-19","Toronto","ON","CAN","CAN","73","190","2009","TOR","2","28","58"
"","Jesse Joensuu","EDM","L","30","1987-10-05","Pori","","FIN","FIN","76","213","2006","NYI","2","30","60"
"","Jim Slater","WPG","C","35","1982-12-09","Lapeer","MI","USA","USA","72","195","2002","ATL","1","30","30"
"","Jimmy Hayes","FLA","R","28","1989-11-21","Dorchester","MA","USA","USA","77","215","2008","TOR","2","30","60"
"","Jiri Hudler","CGY","R","34","1984-01-04","Olomouc","","CZE","CZE","70","190","2002","DET","2","28","58"
"","Jiri Sekac","ANA, MTL","L","26","1992-06-10","Kladno","","CZE","CZE","73","185","-","-","-","-","-"
"","Jiri Tlusty","CAR, WPG","L","30","1988-03-16","Slany","","CZE","CZE","72","205","2006","TOR","1","13","13"
"","Joakim Andersson","DET","C","29","1989-02-05","Munkedal","","SWE","SWE","74","211","2007","DET","3","27","88"
"","Joakim Lindstrom","STL, TOR","C","34","1983-12-05","Skellefteå","","SWE","SWE","72","187","2002","CBJ","2","11","41"
"","Joakim Nordstrom","CHI","L","26","1992-02-25","Stockholm","","SWE","SWE","73","189","2010","CHI","3","30","90"
"","Joe Colborne","CGY","C","28","1990-01-30","Calgary","AB","CAN","CAN","77","221","2008","BOS","1","16","16"
"","Joe Morrow","BOS","D","25","1992-12-09","Edmonton","AB","CAN","CAN","72","196","2011","PIT","1","23","23"
"","Joe Pavelski","S.J","C","34","1984-07-11","Plover","WI","USA","USA","71","195","2003","S.J","7","8","205"
"","Joe Piskula","NSH","D","34","1984-07-05","Antigo","WI","USA","USA","75","205","-","-","-","-","-"
"","Joe Thornton","S.J","C","39","1979-07-02","London","ON","CAN","CAN","76","220","1997","BOS","1","1","1"
"","Joe Vitale","ARI","C","33","1985-08-20","St. Louis","MO","USA","USA","71","205","2005","PIT","7","1","195"
"","Joe Whitney","N.J","R","30","1988-02-06","Reading","MA","USA","USA","66","167","-","-","-","-","-"
"","Joel Armia","BUF","R","25","1993-05-31","Pori","","FIN","FIN","75","205","2011","BUF","1","16","16"
"","Joel Ward","WSH","R","37","1980-12-02","North York","ON","CAN","CAN","73","225","-","-","-","-","-"
"","Joey Hishon","COL","C","26","1991-10-20","Stratford","ON","CAN","CAN","70","170","2010","COL","1","17","17"
"","Joffrey Lupul","TOR","L","34","1983-09-23","Fort Saskatchewan","AB","CAN","CAN","73","206","2002","ANA","1","7","7"
"","Johan Franzen","DET","R","38","1979-12-23","Vetlanda","","SWE","SWE","76","232","2004","DET","3","32","97"
"","Johan Larsson","BUF","C","26","1992-07-25","Lau","","SWE","SWE","71","198","2010","MIN","2","26","56"
"","John Carlson","WSH","D","28","1990-01-10","Natick","MA","USA","USA","75","218","2008","WSH","1","27","27"
"","John Klingberg","DAL","D","26","1992-08-14","Gothenburg","","SWE","SWE","74","177","2010","DAL","5","11","131"
"","John Mitchell","COL","C","33","1985-01-22","Oakville","ON","CAN","CAN","73","204","2003","TOR","5","22","158"
"","John Moore","ARI, NYR","D","27","1990-11-19","Winnetka","IL","USA","USA","74","210","2009","CBJ","1","21","21"
"","John Ramage","CGY","D","27","1991-02-07","Mississauga","ON","CAN","CAN","72","190","2010","CGY","4","13","103"
"","John Scott","S.J","L","35","1982-09-26","Edmonton","AB","CAN","CAN","80","260","-","-","-","-","-"
"","John Tavares","NYI","C","27","1990-09-20","Mississauga","ON","CAN","CAN","73","208","2009","NYI","1","1","1"
"","John-Michael Liles","CAR","D","37","1980-11-25","Indianapolis","IN","USA","USA","70","185","2000","COL","5","29","159"
"","Johnny Boychuk","NYI","D","34","1984-01-19","Edmonton","AB","CAN","CAN","74","227","2002","COL","2","31","61"
"","Johnny Gaudreau","CGY","L","25","1993-08-13","Salem","NJ","USA","USA","69","157","2011","CGY","4","13","104"
"","Johnny Oduya","CHI","D","36","1981-10-01","Stockholm","","SWE","SWE","72","195","2001","WSH","7","25","221"
"","Jon Merrill","N.J","D","26","1992-02-03","Oklahoma City","OK","USA","USA","75","205","2010","N.J","2","8","38"
"","Jonas Brodin","MIN","D","25","1993-07-12","Karlstad","","SWE","SWE","73","194","2011","MIN","1","10","10"
"","Jonathan Drouin","T.B","L","23","1995-03-28","Ste-Agathe","QC","CAN","CAN","72","203","2013","T.B","1","3","3"
"","Jonathan Ericsson","DET","D","34","1984-03-02","Karlskrona","","SWE","SWE","76","220","2002","DET","9","31","291"
"","Jonathan Huberdeau","FLA","L","25","1993-06-04","Saint-Jerome","QC","CAN","CAN","73","188","2011","FLA","1","3","3"
"","Jonathan Marchessault","T.B","C","27","1990-12-27","Cap-Rouge","QC","CAN","CAN","69","174","-","-","-","-","-"
"","Jonathan Toews","CHI","C","30","1988-04-29","Winnipeg","MB","CAN","CAN","74","201","2006","CHI","1","3","3"
"","Jonathon Blum","MIN","D","29","1989-01-30","Long Beach","CA","USA","USA","73","188","2007","NSH","1","23","23"
"","Jordan Caron","BOS, COL","R","27","1990-11-02","Sayabec","QC","CAN","CAN","75","204","2009","BOS","1","25","25"
"","Jordan Eberle","EDM","C, R","28","1990-05-15","Regina","SK","CAN","CAN","71","187","2008","EDM","1","22","22"
"","Jordan Leopold","CBJ, MIN, STL","D","38","1980-08-03","Golden Valley","MN","USA","USA","73","206","1999","ANA","2","16","44"
"","Jordan Martinook","ARI","L","26","1992-07-25","Brandon","MB","CAN","CAN","72","204","2012","PHX","2","28","58"
"","Jordan Nolan","L.A","C","29","1989-06-23","Garden River, First Nations","ON","CAN","CAN","75","219","2009","L.A","7","5","186"
"","Jordan Oesterle","EDM","D","26","1992-06-25","Dearborn Heights","MI","USA","USA","72","182","-","-","-","-","-"
"","Jordan Schroeder","MIN","C","27","1990-09-29","Lakeville","MN","USA","USA","69","170","2009","VAN","1","22","22"
"","Jordan Staal","CAR","C","30","1988-09-10","Thunder Bay","ON","CAN","CAN","76","220","2006","PIT","1","2","2"
"","Jordan Szwarz","ARI","R","27","1991-05-14","Burlington","ON","CAN","CAN","71","200","2009","PHX","4","6","97"
"","Jordie Benn","DAL","D","31","1987-07-26","Victoria","BC","CAN","CAN","74","198","-","-","-","-","-"
"","Jordin Tootoo","N.J","R","35","1983-02-02","Churchill","MB","CAN","CAN","69","195","2001","NSH","4","2","98"
"","Jori Lehtera","STL","C","30","1987-12-23","Helsinki","","FIN","FIN","74","212","2008","STL","3","4","65"
"","Josh Anderson","CBJ","R","24","1994-05-07","Burlington","ON","CAN","CAN","75","221","2012","CBJ","4","4","95"
"","Josh Bailey","NYI","R","28","1989-10-02","Bowmanville","ON","CAN","CAN","73","203","2008","NYI","1","9","9"
"","Josh Gorges","BUF","D","34","1984-08-14","Kelowna","BC","CAN","CAN","73","204","-","-","-","-","-"
"","Josh Jooris","CGY","R","28","1990-07-14","Burlington","ON","CAN","CAN","73","197","-","-","-","-","-"
"","Josh Leivo","TOR","L","25","1993-05-26","Innisfil","ON","CAN","CAN","74","210","2011","TOR","3","25","86"
"","Josh Manson","ANA","D","26","1991-10-07","Hinsdale","IL","USA","CAN","75","213","2011","ANA","6","9","160"
